log_fatality_rate,MedHHInc_10k,Region,State,County,UnempRate2019,PctEmpFIRE,PctEmpConstruction,PctEmpTrans,PctEmpMining,PctEmpTrade,PctEmpInformation,PctEmpAgriculture,PctEmpManufacturing,PctEmpServices,PopDensity2010,OwnHomePct,Age65AndOlderPct2010,TotalPop25Plus,Under18Pct2010,Ed2HSDiplomaOnlyPct,Ed3SomeCollegePct,Ed4AssocDegreePct,Ed5CollegePlusPct,ForeignBornPct,Net_International_Migration_Rate_2010_2019,NetMigrationRate1019,NaturalChangeRate1019,TotalPopEst2019,WhiteNonHispanicPct2010,Type_2015_Update,RuralUrbanContinuumCode2013,UrbanInfluenceCode2013,Perpov_1980_0711,HiCreativeClass2000,HiAmenity,Retirement_Destination_2015_Update
-3.1693827109847983,5.498,Northeast,DE,Kent,4.2,5.487612485,6.520010602,4.647053627,0.087084927,15.85071877,1.135890349,1.076571631,8.317241553,46.96780382,276.9,69.02781006,13.54,116057,24.88,33.16473802,22.20374471,8.195111023,23.57203788,5.66576289,1.264,7.303,3.639,180786,65.24,4,3,2,0,0,0,1
-3.3111006094422666,6.9562,Northeast,DE,New Castle,3.7,12.16565156,5.538859915,5.321127685,0.034282797,12.93190853,1.601444254,0.556183668,8.022903826,49.4977935,1263.19,68.01991612,12.3,380467,23.23,30.5905637,17.96213601,7.002446993,35.90666208,11.1297653,1.8,0.454,3.259,558753,61.62,0,1,1,0,1,0,0
-3.4795117520368906,5.9821,Northeast,DE,Sussex,3.8,5.397701055,9.888949274,3.961116865,0.061523948,16.22078894,1.096151677,2.03131569,9.785383961,45.68358233,210.61,79.55239747,20.83,163455,20.45,32.84084305,19.01257227,9.402587868,26.46722339,7.145850415,0.562,19.052,-0.688,234225,75.59,5,2,2,0,0,0,1
-4.063885354737392,5.9338,Southeast,AL,Autauga,2.7,6.259326811,6.00232134,6.984745482,0.331619964,11.64815122,1.629083071,0.551318189,12.94561433,43.39661748,91.8,74.89462467,12,37166,26.78,32.60775978,20.32502825,8.066512404,27.68928591,2.018115942,-0.029,0.686,1.315,55869,77.25,0,2,2,0,1,0,1
-4.666068368194688,5.7588,Southeast,AL,Baldwin,2.7,7.398879834,8.269525268,4.925090224,0.371603894,16.80035126,1.369686975,0.956317802,9.119823515,45.7222716,114.65,73.61934319,16.77,146989,22.99,27.60682772,21.95130248,9.360564396,31.34588303,3.445343021,0.714,21.001,0.91,223234,83.5,5,3,2,0,1,1,1
-4.561740628060756,3.4382,Southeast,AL,Barbour,3.8,3.967889908,6.25,6.915137615,0.114678899,13.4059633,0.240825688,4.403669725,23.88761468,33.71559633,31.03,61.39777923,14.24,18173,21.91,35.6903098,18.08727233,7.037913388,12.21592472,2.505624079,0.161,-8.797,-0.867,24686,46.75,3,6,6,1,0,0,0
-4.1307122063929755,4.6064,Southeast,AL,Bibb,3.1,4.580812446,9.013458452,4.88949253,4.086924312,10.86553896,1.308803556,1.901469317,18.70601309,39.37523151,36.81,75.07309942,12.68,15780,22.7,47.34474018,18.61850444,5.754119138,11.48922687,1.442713189,0.525,-2.099,0.017,22394,75.02,0,1,1,0,0,0,0
-4.689051669968793,5.0412,Southeast,AL,Blount,2.7,5.837159187,9.463131266,6.863112527,0.796402136,15.35650707,1.250819826,1.485055748,16.41056872,37.95090415,88.9,78.62621359,14.72,39627,24.61,34.03992228,21.42983319,12.04986499,12.642895,4.359441409,0.207,-0.005,0.79,57826,88.89,0,1,1,0,0,0,0
-3.6216707044204863,2.9267,Southeast,AL,Bullock,3.6,2.30964467,4.923857868,5.203045685,0,7.411167513,0.431472081,5.939086294,33.75634518,33.47715736,17.52,75.53338875,13.46,7104,22.26,39.65371622,16.96227477,5.306869369,13.30236486,0.927357032,0.699,-7.769,0.644,10101,21.92,3,6,6,1,0,0,0
-3.1343493961132163,3.7365,Southeast,AL,Butler,3.6,3.031071655,5.618262524,4.590995561,0.063411541,12.63157895,1.306277743,2.891566265,24.032974,40.34242232,26.96,69.94633274,16.66,13888,24.14,43.85800691,16.89228111,7.740495392,16.09302995,1.373283396,0.697,-5.738,-1.352,19448,54.06,0,6,6,1,0,0,0
-4.20774955719376,4.54,Southeast,AL,Calhoun,3.5,4.352430592,6.036505596,4.611998256,0.15781714,15.06738377,1.526257865,1.0756484,17.63814191,42.36351932,195.71,69.47349721,14.33,79135,22.88,32.41675618,25.87224363,7.795539268,17.96802932,2.657735147,0.471,-3.268,-0.788,113605,73.61,4,3,2,0,0,0,0
-3.2362843882964647,3.9917,Southeast,AL,Chambers,2.9,3.631813878,4.511023942,3.584471798,0.148789395,12.78912485,1.88692006,1.386446639,28.7772217,39.26011092,57.36,67.7641314,16.68,23564,22.51,38.44848073,21.15515193,8.563911051,13.23204889,1.389463726,0.475,-0.999,-1.544,33254,58.14,0,6,5,0,0,0,0
-3.472921562460601,4.2132,Southeast,AL,Cherokee,2.9,1.835798062,7.261601224,7.383987761,0,11.91228965,1.03008669,3.335033146,26.27231005,34.80877104,46.94,78.95530832,17.9,18673,21.42,38.32806726,21.42665881,7.583141434,12.89026937,0.792944726,0,4.634,-3.736,26196,92.07,0,6,6,0,0,0,0
-4.46344202615939,4.7547,Southeast,AL,Chilton,2.7,5.662857143,15.44,6.468571429,0.88,15.97142857,0.708571429,1.822857143,13.90285714,34.21714286,62.99,74.84926273,13.57,29793,25.11,44.05397241,16.97378579,7.015070654,14.16104454,4.484407011,0.545,0.568,1.207,44428,81.1,0,1,1,0,0,0,0
-3.228064250922607,3.9907,Southeast,AL,Choctaw,4.7,2.204502814,7.082551595,4.620075047,3.306754221,15.71294559,1.313320826,8.630393996,17.07317073,35.83489681,15.17,79.68224299,18.18,9436,22.66,38.21534549,19.33022467,10.88384909,12.98219585,0.497131931,-0.123,-6.463,-2.636,12589,55.56,3,9,10,1,0,0,0
-4.196700568859629,4.0741,Southeast,AL,Clarke,5.8,4.13233948,7.676212894,6.473126716,0.549234994,13.84856807,0.876160586,3.975415196,24.02249248,34.57565058,20.86,67.47168198,16.16,16870,24.73,43.69887374,17.13692946,7.788974511,12.55483106,0.38135072,-0.07,-7.56,-0.761,23622,53.97,3,7,11,1,0,1,0
-3.9968892260713877,3.9201,Southeast,AL,Clay,3,3.08552869,4.691447131,4.853843378,0.144352219,12.79321545,1.461566222,3.446409239,32.91230603,32.24467701,23.07,72.36440031,17.58,9285,22.57,36.25201939,19.46149704,9.617662897,10.16693592,1.95096427,-0.065,-2.151,-2.619,13235,80.29,3,9,10,0,0,0,0
-3.56953269648137,4.6495,Southeast,AL,Cleburne,3.2,2.825159915,12.57995736,6.467661692,0.017768301,15.68941009,0.319829424,4.726368159,19.36744847,32.37384506,26.73,75.65490744,15.77,10445,23.72,39.58831977,19.42556247,4.681665869,13.67161321,1.506225733,-0.44,-0.087,-0.54,14910,93.21,0,8,4,0,0,0,0
-4.92180408038964,5.5122,Southeast,AL,Coffee,2.9,3.963176064,5.721518987,8.313003452,0.455696203,13.12313003,1.201380898,3.222094361,11.59493671,42.46260069,73.56,64.79357219,14.44,34912,24.19,27.85002291,23.25561412,11.63496792,23.41601742,3.58758384,1.562,2.235,2.016,52342,72.34,0,4,5,0,0,0,0
-4.160240856820132,4.9055,Southeast,AL,Colbert,3.7,4.907291852,7.871278303,5.838830451,0.111428062,15.15867356,1.20342307,1.002852558,19.43305402,40.48850062,91.84,72.70516996,17.39,38638,22.11,36.04482634,22.28635023,7.370981935,18.72767742,1.660702817,0.781,2.914,-1.599,55241,79.62,0,3,2,0,0,0,0
-3.709498741316672,3.2613,Southeast,AL,Conecuh,4,4.727646454,5.62692703,8.119218911,1.490236382,18.83350462,2.80061665,5.652620761,17.31757451,28.10894142,15.56,76.60690861,17.86,8848,23,48.76808318,13.08770344,8.171338156,10.7255877,0.711203452,0.053,-6.392,-2.44,12067,51.13,0,7,11,1,0,0,0
-3.548179572010801,4.2423,Southeast,AL,Coosa,3,4.817518248,8.710462287,10.72992701,0.729927007,11.09489051,1.167883212,0.559610706,20.1703163,37.51824818,17.73,81.98878869,17.07,8230,20.54,38.61482382,22.84325638,6.609963548,11.57958688,0.469829572,0.645,-6.053,-3.43,10663,65.9,3,8,3,0,0,1,0
-3.676300671907076,4.0203,Southeast,AL,Covington,3.4,3.456607826,6.946774951,9.80602725,2.912947178,14.29626149,0.624202967,3.530438284,14.24256662,38.39855024,36.65,74.0271855,18.37,26438,22.57,35.43384522,22.39579393,10.08775248,14.94818065,0.744290648,-0.071,-0.116,-1.894,37049,84.08,0,6,6,0,0,0,0
-2.7642204725692645,3.9057,Southeast,AL,Crenshaw,2.8,4.187455453,6.895937277,5.702066999,0.534568781,14.68282252,2.156094084,4.953670706,17.64076978,35.72701354,22.84,73.81094527,15.89,9675,23.79,38.79069767,17.30232558,6.739018088,15.55555556,1.947349441,0.317,1.125,-1.824,13772,72.06,3,8,6,0,0,0,0
-4.645592100487007,4.5796,Southeast,AL,Cullman,2.6,3.896615459,10.09605187,5.769172499,0.269672454,16.99239463,0.957488713,2.142229494,17.18025634,39.42065873,109.42,74.58184185,15.93,57212,23.18,35.625393269999996,21.96042788,10.47857093,13.74886387,2.411526733,0.403,4.159,-0.042,83768,92.74,0,4,3,0,0,0,0
-3.3503538286808814,4.5309,Southeast,AL,Dale,3.1,3.47850208,5.686546463,10.20249653,0.549237171,18.83495146,0.760055479,1.531206657,11.50624133,38.84049931,89.55,60.1981789,13.45,33382,24.83,32.72422263,26.12186208,9.933497094,17.04511413,3.323520455,1.302,-5.251,2.826,49172,71.05,3,4,5,0,0,0,0
-4.146791037594643,3.4035,Southeast,AL,Dallas,5.5,3.434767401,5.155648828,4.777894369,0.300804477,11.85029731,0.61559986,1.580972368,26.14900315,39.86009094,44.77,59.78819785,14.07,26600,26.46,35.21804511,20.09774436,10.26315789,15.11654135,1.319043693,0.014,-14.655,-0.527,37196,28.93,3,4,5,1,0,0,0
-4.848347018503321,3.9491,Southeast,AL,DeKalb,2.8,3.81674058,7.525229598,6.372874254,0.052379788,14.31015819,0.883472431,2.887872333,28.43524112,31.9796068,91.51,71.19240778,13.89,47876,25.83,33.32776339,18.6231097,9.451499708,12.70991729,7.478932584,0.701,-0.181,0.673,71513,81.56,3,6,6,0,0,0,0
-3.8820119270121065,6.0367,Southeast,AL,Elmore,2.6,5.829463784,8.11570199,4.702611576,0.295761734,14.28824939,1.32501257,1.159385999,11.493301,41.13749963,128.22,73.70552105,11.9,55759,23.59,32.82698757,19.6972686,9.350956796,24.505461,1.780525046,0.479,0.043,2.04,81209,74.96,0,2,2,0,1,1,0
-4.13412253367902,3.8418,Southeast,AL,Escambia,3.5,3.423083238,7.584961418,6.296174684,0.763421441,13.40502381,0.968642259,1.567887046,17.67361681,38.6553932,40.55,68.78909741,15.17,25965,22.65,44.46755247,17.31561718,7.101867899,12.65934912,0.97781826,0,-3.701,-0.764,36633,61.35,0,6,6,1,0,0,0
-4.23657782094771,4.4903,Southeast,AL,Etowah,3.3,3.937026459,6.089645243,4.62860245,0.167583261,14.42396205,1.907144712,0.535794368,18.97703401,44.14284703,195.2,71.90344792,15.81,71995,22.97,32.87033822,25.02396,8.889506216,17.73317591,2.892004002,0.252,-0.284,-1.813,102268,79.28,0,3,2,0,0,0,0
-3.8379150332744243,3.9254,Southeast,AL,Fayette,3.1,3.197492163,4.655172414,7.36677116,1.520376176,15.29780564,1.692789969,2.429467085,23.49529781,36.99059561,27.47,77.90413128,17.89,11717,22.26,41.54647094,21.21703508,6.716736366,12.93846548,0.916490805,0.133,-2.316,-3.065,16302,86.03,0,6,6,0,0,0,0
-4.025989242557829,3.9388,Southeast,AL,Franklin,2.8,3.618958674,9.946299323,4.43614289,0.116740602,11.48727527,2.739512803,1.891197759,29.40306639,33.14654837,50.02,70.56199822,15.22,20812,24.81,36.83451855,18.73918893,8.322121853,12.87238132,9.254327563,1.484,-2.29,1.08,31362,79.64,3,6,6,0,0,0,0
-4.486386649998124,3.7823,Southeast,AL,Geneva,2.9,2.657509704,9.196775157,7.285756942,0.806210809,15.85547925,0.587239972,4.767592316,15.05922166,37.38429382,46.64,70.80828323,17.45,18598,22.36,37.22980966,21.20120443,9.554790838,11.0925906,1.532595976,-0.246,0.082,-1.972,26271,84.7,0,3,2,0,0,0,0
-2.88689349351984,2.8524,Southeast,AL,Greene,5.6,6.079854809,5.716878403,2.087114338,0,8.802177858,0.998185118,2.404718693,26.54264973,37.79491833,13.98,68.73096447,16.08,5833,24.26,36.84210526,21.46408366,7.491856678,10.09771987,0.09494422,0.011,-8.931,-0.856,8111,17.27,0,8,6,1,0,0,0
-2.971298248216709,3.4724,Southeast,AL,Hale,3.9,3.777296872,6.295494787,3.757623451,0.236081054,12.61066299,0,4.800314775,20.04721621,45.52429668,24.47,71.47401909,15.04,10071,24.84,42.61741634,19.40224407,7.516631913,14.10982028,0.577685229,-0.07,-7.704,0.756,14651,39.42,0,3,2,1,0,1,0
-4.343805421853684,4.6027,Southeast,AL,Henry,3.6,3.29062318,3.465346535,11.67734421,0.189283634,16.23471171,1.237623762,4.222481072,11.34245778,46.19976704,30.8,82.80101964,17.59,12167,22.64,33.54154681,21.02408153,7.635407249,17.97485,1.080355057,0.156,1.636,-2.162,17205,67.8,0,3,2,0,0,0,1
-4.6491870714048655,4.7993,Southeast,AL,Houston,3,4.19949877,5.75511955,7.841322165,0.051929286,18.12332076,1.433699849,1.481113545,9.593371114,46.81989569,175.13,65.57715334,14.45,71698,24.55,31.63268153,23.70080058,9.328014728,21.02708583,2.268284269,0.239,2.019,1.993,105882,68.67,0,3,2,0,1,0,0
-4.885827643502908,4.1929,Southeast,AL,Jackson,3.3,4.215166675,7.196988459,5.304868988,0.29719154,14.1463173,0.762791619,1.40175343,27.56946852,36.16821041,49.38,74.09095317,16.48,37225,22.52,40.78173271,18.22699799,9.276024177,14.18401612,1.725726571,0.263,-0.795,-2.134,51626,90.06,3,6,5,0,0,1,0
-4.004997924747834,5.5013,Southeast,AL,Jefferson,2.9,8.559392649,5.209504411,5.527596651,0.531696801,13.75831603,2.197217189,0.186160012,9.094396022,50.89541974,592.53,62.79912925,13.13,448732,23.47,26.75026519,22.29861031,8.278215059,32.41623062,4.032478042,0.843,-2.212,2.267,658573,51.67,0,1,1,0,1,0,0
-4.59511985013459,4.0936,Southeast,AL,Lamar,3.1,3.9340577,8.467590858,6.669164481,0.899213188,10.60322218,1.236418134,2.45410266,22.9112027,36.00599475,24.08,76.44794108,18.76,9893,22.16,39.92722127,20.84302032,9.147882341,12.48357424,0.617239647,0.007,-2.139,-2.628,13805,86.12,3,8,7,0,0,0,0
-4.026724374547121,4.8707,Southeast,AL,Lauderdale,3.3,4.054323449,7.104410665,6.307002243,0.047346125,16.38674308,1.295788687,0.92449539,13.64814353,46.2222776,138.85,68.48418757,16.78,63429,21.55,35.96462186,21.02508316,6.49072191,23.94015356,2.057568721,0.343,1.819,-1.828,92729,85.46,0,3,2,0,0,0,0
-4.386184644822546,4.3909,Southeast,AL,Lawrence,3.1,3.691915977,8.93539147,7.574793125,0.326225334,12.26129854,1.185550605,2.418841502,24.14067473,35.38351369,49.72,79.0960893,14.56,23395,23.19,41.504595,18.6407352,7.125454157,11.70335542,0.976756806,-0.044,-3.002,-1.127,32924,76.94,3,3,2,0,0,0,0
-4.444959514780958,4.8937,Southeast,AL,Lee,2.7,6.546411536,5.21410165,4.380722627,0.145293053,12.90229728,1.47623225,0.479741214,13.63835737,51.61055979,230.85,60.3321375,9.07,94988,22.53,24.06093401,23.33557923,8.991662105,34.08535815,5.452422357,3.078,11.806,5.061,164542,69.81,4,3,2,0,1,0,1
-4.613371755101509,6.4863,Southeast,AL,Limestone,2.6,2.851370122,8.223260513,4.384391969,0.030306857,13.9310519,1.224902134,1.222376563,18.25230458,42.90945826,147.84,78.01780489,12.31,64294,23.99,30.27187607,21.06728466,7.459483,25.45649672,3.695783003,0.613,16.232,2.683,98915,78.65,4,2,2,0,0,0,1
-3.1435135050957697,3.3973,Southeast,AL,Lowndes,5.7,3.934046861,5.756436216,5.958923922,0.376048597,17.5585768,0.462829043,3.76048597,18.57101533,37.22881111,15.78,73.66028708,14.65,7056,24.18,38.57709751,17.41780045,7.383786848,14.11564626,0.312622118,-0.044,-13.429,-0.416,9726,25.14,3,2,2,1,0,0,0
-3.095577608523707,3.2495,Southeast,AL,Macon,4.3,2.455755248,3.539580189,3.333790643,0.397859789,12.36109206,0.342982576,1.303333791,14.7894087,54.65770339,35.23,65.74571167,14.13,12135,20.6,30.14421096,23.88957561,7.029254223,20.68397198,1.05489661,0.056,-13.88,-2.102,18068,15.23,4,6,6,1,0,0,0
-4.679699614983847,6.3755,Southeast,AL,Madison,2.5,3.601323053,4.348581657,3.132693433,0.055030672,12.45894422,2.235983108,0.581587316,11.47244701,53.03740348,417.68,67.22613868,12.21,243785,23.74,20.82490719,20.46557417,8.145702156,41.6965769,5.473486967,1.254,7.764,3.19,372909,66.14,4,2,2,0,1,0,0
-3.5371381501099908,3.7733,Southeast,AL,Marengo,3.5,4.312052415,5.515770227,8.685052567,0.030473869,13.7132409,1.432271827,3.915892123,15.78546396,41.58159378,21.52,71.22811535,16.28,13523,24.69,39.76928196,19.62582267,8.984692746,15.41078163,0.445286109,0.367,-8.866,-1.121,18863,45.69,0,7,11,1,0,0,0
-3.312303355857909,3.7887,Southeast,AL,Marion,3.4,5.759599332,6.7278798,5.484140234,1.12687813,14.5409015,0,1.736227045,22.07846411,37.36227045,41.46,75.36030134,18.34,21354,21.66,34.81783272,22.67959165,9.024070432,13.14039524,1.254797263,0.169,-0.548,-3.044,29709,92.63,3,7,11,0,0,0,0
-4.438813532481871,4.6233,Southeast,AL,Marshall,2.5,4.008000615,8.741698079,5.415801215,0.264122881,14.38315768,1.507808293,1.602687386,21.0631587,39.24660871,164.39,70.36623109,14.9,63644,25,31.13883477,22.19376532,8.3542832,19.2209792,6.563665983,0.86,1.725,2.197,96774,83.92,3,4,5,0,0,0,0
-3.8430301339411947,4.3598,Southeast,AL,Mobile,3.7,5.186851787,7.10501696,5.575420854,0.421858588,15.43084102,1.465312893,0.646275878,12.691343,47.77849841,335.92,64.8908112,12.91,277699,25.08,33.48445619,21.80238316,8.000749012,22.93958567,3.279321081,1.111,-2.789,2.764,413210,59.06,0,2,2,0,1,1,0
-4.228656899829694,3.9556,Southeast,AL,Monroe,4.9,3.114294612,7.209592027,4.98287138,0.622858922,16.33447524,1.276860791,3.721582062,17.89162255,38.91311118,22.49,60.89090686,15.68,14756,25.32,46.11683383,15.42423421,8.05096232,14.08240716,0.632205281,-0.096,-8.159,-1.717,20733,54.71,3,7,11,1,0,1,0
-3.8881028217104943,4.964,Southeast,AL,Montgomery,3.1,6.006023917,3.897653058,4.069622958,0.101392658,13.65222318,1.281324864,0.310142248,11.53092973,48.50048211,292.46,58.58073134,11.96,150042,24.49,25.51885472,21.1694059,6.806760774,32.07835139,4.679189745,1.636,-5.438,4.123,226486,38.41,4,2,2,0,1,0,0
-4.765927564866205,5.2797,Southeast,AL,Morgan,2.6,3.492322326,8.62500728,4.119348514,0,15.21945917,1.226874769,0.72797158,19.69794033,42.36988721,206.25,72.13775577,14.12,82261,23.96,29.60090444,23.3901849,8.649299182,21.69800999,4.236832827,0.831,-0.939,0.998,119679,77.48,3,3,2,0,1,0,0
-4.4639905725253115,2.6814,Southeast,AL,Perry,5.2,0.903225806,4.47311828,7.913978495,0,8.215053763,0.903225806,3.268817204,15.95698925,49.93548387,14.72,72.75089315,16.7,5815,24.11,39.43250215,18.38349097,4.557179708,15.70077386,1.507484714,0.123,-13.983,-1.543,8923,29.67,0,8,4,1,0,0,0
-3.7736447207416464,3.7586,Southeast,AL,Pickens,3.5,2.760650224,8.94058296,7.006726457,0,16.367713,1.44338565,3.489349776,17.26457399,37.76625561,22.4,73.95750332,16.89,14565,23.3,36.74562307,23.61139719,6.769653278,13.45005149,3.266331658,0.354,2.091,-1.175,19930,55.84,0,3,2,1,0,0,0
-4.697445462097262,3.7259,Southeast,AL,Pike,3.3,4.896047683,5.009579224,5.201163698,0.014191443,15.22032215,1.0004967,2.291917973,13.63088058,47.71872561,48.95,59.27946653,12.8,19258,20.31,33.25890539,18.56371378,5.618444283,23.55384775,4.296021315,2.787,-1.025,1.462,33114,57.41,4,6,5,1,0,0,0
-3.698448905130087,4.0546,Southeast,AL,Randolph,3,4.462216041,7.974038016,4.543347242,0,12.19286045,1.854427446,3.025034771,27.70050997,34.22577654,39.47,73.41200972,16.97,15738,23.89,36.33879781,19.64036091,7.86631084,14.93201169,1.594755028,-0.253,0.711,-1.648,22722,75.42,0,6,4,0,0,0,0
-6.30322929007572,3.9104,Southeast,AL,Russell,2.9,7.49044586,5.133757962,4.50955414,0.144373673,14.05095541,1.932059448,1.074309979,12.85774947,44.13163482,82.58,59.81090589,12.69,38950,25.5,32.3055199,24.68292683,9.807445443,16.52888318,2.544105269,0.049,4.205,4.497,57961,52.11,3,2,2,0,0,0,0
-4.13729761775131,5.7284,Southeast,AL,St. Clair,2.7,5.64285898,9.855713588,6.092950284,0.691854633,17.27836218,1.849232273,0.49895836,14.46979244,39.47943726,132.29,78.94131543,13.05,60698,23.72,36.02260371,23.12761541,9.141981614,16.46017991,1.71694958,0.363,5.763,1.346,89512,87.26,0,1,1,0,0,1,1
-4.579638679958325,7.5663,Southeast,AL,Shelby,2.2,10.76009232,6.568045099,5.888918316,0.406719383,15.23400552,2.507472286,0.351859559,7.624569634,46.93541675,248.54,79.67265856,10.57,143422,25.61,20.29395769,22.3194489,7.40681346,42.13021712,5.282565168,0.936,6.636,4.419,217702,80.16,0,1,1,0,1,1,1
-3.0155349008501706,2.7859,Southeast,AL,Sumter,4.5,3.470406465,4.444972665,5.633468029,0.166389351,13.88162586,0.522937961,2.044212028,11.7185643,49.8454956,15.23,64.94947494,14.99,7858,22.29,37.78315093,17.95622296,6.681089336,21.82489183,2.063919908,2.272,-8.529,-0.961,12427,24.01,4,8,6,1,0,0,0
-4.398369630150404,4.163,Southeast,AL,Talladega,3.4,5.186281449,6.312335114,5.878000129,0.563026832,14.88321215,0.949102374,1.344829805,21.8357892,37.82575124,111.69,71.29620785,14.09,56122,23.44,34.93638858,23.61818895,8.1465379,14.28495064,1.726556197,0.4,-1.228,-1.442,79978,64.5,3,4,3,0,0,1,0
-2.5518894703469277,4.2205,Southeast,AL,Tallapoosa,3,5.323874561,8.877544255,6.192402042,0.477358616,11.01239806,0.709407943,1.11383677,21.66014719,40.3102831,58.08,72.84776265,17.28,28582,22.15,32.89482891,20.22951508,9.002169197,18.34721153,1.469140663,0.036,-0.868,-1.806,40367,69.3,0,6,6,0,0,1,0
-4.076194034803593,5.2557,Southeast,AL,Tuscaloosa,2.7,4.140181915,6.557517389,4.36918138,0.571428571,12.01070091,1.636169074,0.429106474,14.80684858,52.2964152,147.27,63.15091394,10.81,127554,21.47,29.8673503,21.2670712,6.987628769,30.31578782,3.662717675,1.337,3.891,3.472,209355,65.04,4,3,2,0,1,0,0
-3.226122233388968,4.5434,Southeast,AL,Walker,3.3,4.375278261,7.645606508,6.965637269,4.209333387,16.29497713,0.825676934,0.724491035,11.79018092,43.18614158,84.71,76.07045854,16.25,44974,22.54,37.09921288,22.0594121,10.13474452,11.57112999,1.400151954,0.157,-2.302,-2.887,63521,90.4,0,1,1,0,0,0,0
-3.624340932976365,4.4424,Southeast,AL,Washington,4.6,3.105814373,11.28566269,4.839292163,1.300108342,15.22210184,0.397255327,5.940772842,20.657277,33.94727338,16.28,83.80223073,14.73,11469,25.5,43.19469875,17.89170808,8.230883251,11.12564304,1.05149312,0.953,-5.685,-1.691,16326,65.16,3,8,7,0,0,0,0
-3.7669972333778885,2.5385,Southeast,AL,Wilcox,7.1,4.024982651,8.327550312,8.327550312,1.422623178,8.570437196,1.87369882,4.996530187,16.03053435,40.04163775,13.13,64.95793901,15.01,7204,26.99,40.29705719,19.2948362,4.830649639,12.50694059,0.536589879,0,-9.256,-1.012,10373,26.65,3,9,10,1,0,1,0
-3.896909367618098,4.1156,Southeast,AL,Winston,3.3,2.522222222,7.144444444,10.14444444,0.688888889,15.83333333,0.777777778,1.366666667,22.66666667,35.03333333,39.94,78.97479528,17.7,17184,21.64,37.3603352,20.08263501,7.169459963,13.5358473,1.084816754,0.041,-0.696,-2.511,23629,94.91,3,6,4,0,0,0,0
-5.0401940963378005,5.1026,Southeast,FL,Alachua,2.9,5.345096423,3.606485858,3.310792797,0.166428335,12.01919581,1.648125258,0.867689474,3.461870945,65.50489994,282.66,54.81205177,10.77,159261,17.9,21.74480884,17.57869158,10.54746611,42.5239073,10.25050542,4.137,5.096,3.558,269043,63.66,4,2,2,1,1,1,0
-5.115424217855124,5.2804,Southeast,FL,Baker,3.1,5.407916744,6.783125813,9.617171529,0,16.35383758,0.529641331,0.130087344,5.166325962,45.88366475,46.33,75.64057971,10.9,18659,25.99,42.79972131,19.95819712,8.41952945,13.35548529,1.756343351,0.225,4.666,3.255,29210,82.44,4,1,1,0,0,0,1
-4.21231276591901,5.1777,Southeast,FL,Bay,3.9,6.022046312,7.089837489,4.536262977,0.273729378,16.57542354,1.556065202,0.681857414,6.264950309,49.23553057,222.62,63.45531988,14.54,127804,21.96,31.41372727,25.7707114,10.31423117,22.82166442,5.785228132,2.282,0.993,2.257,174705,79.24,5,3,2,0,1,1,0
-4.834958280020969,4.5075,Southeast,FL,Bradford,3.1,4.161304161,5.662805663,7.325182325,0.396825397,14.01758902,0.89017589,1.115401115,6.338481338,48.75589876,97.02,68.58667853,14.42,19488,19.76,39.74240558,19.87889984,8.128078818,10.5500821,2.887430965,0.189,-1.107,-0.067,28201,73.86,0,6,4,0,0,1,0
-3.5546707841184517,5.7612,Southeast,FL,Brevard,3.2,5.228568982,6.549878306,4.520011252,0.047699226,14.24453803,1.596497165,0.43989286,10.51706776,51.42791913,535,72.88499179,20.37,426776,19.82,28.61805725,22.25171987,11.79869533,29.30998932,8.612224518,1.693,13.521,-2.863,601942,77.56,0,2,2,0,1,1,1
-4.1078195826986565,5.72,Southeast,FL,Broward,3,7.93266447,6.820301725,6.091254593,0.025266615,16.5740575,2.245570446,0.222030383,4.609051765,51.51757609,1444.94,62.06178675,14.27,1344708,22.39,27.3861686,19.70427781,9.8083747549999991,31.93704507,33.66051192,7.945,7.828,3.581,1952778,43.52,0,1,1,0,1,1,0
-4.048300623720694,3.8323,Southeast,FL,Calhoun,4.1,3.87580746,10.00208377,6.584705147,1.312773494,13.23192332,1.021046051,8.439258179,5.021879558,39.75828298,25.78,82.39683933,15.44,10294,21.42,41.88847873,20.12823004,6.139498737,9.898970274,3.551647743,0.205,-2.028,-1.673,14105,77.65,4,6,6,0,0,1,1
-3.1791594136556953,5.2724,Southeast,FL,Charlotte,3.7,6.416427105,9.258316222,4.473100616,0.087063655,20.0788501,1.963039014,0.704722793,4.394250513,48.5174538,235.17,79.51017728,34.13,145220,14.3,33.82041041,24.31070101,8.982233852,23.18000275,10.34788702,1.4,26.514,-8.353,188910,86.03,5,3,2,0,0,1,1
-3.5676529966797923,4.1556,Southeast,FL,Citrus,4.8,4.85241747,9.551899674,6.591509908,0.423849162,17.40184833,1.088025169,1.061807695,3.974132092,50.85971467,242.8,81.44896593,31.89,113645,15.86,38.31932773,22.96625456,9.148664701,17.63737956,5.663687127,0.224,15.241,-9.231,149657,89.6,0,3,2,0,0,1,1
-3.975840112563046,6.2835,Southeast,FL,Clay,3,8.112767142,7.721958114,8.02389824,0.076020386,16.11525119,1.493639985,0.345839222,5.173669108,47.35427641,315.81,73.7131802,11.68,141027,26.29,31.56416856,24.27691151,11.20211023,24.0684408,6.967017381,1.643,12.272,2.249,219252,77.15,0,1,1,0,1,1,1
